,p1GameName,p1Tagline,p2GameName,p2Tagline,winrate
3288,해군가지마세요,691,궁 예 찬,KR1,60.0
3289,마늘이 매워요,KR1,카징크,KR1,21.428571428571427
3290,돌랑랑랑,KR1,GWANGPRO,KR1,70.0
3291,ekwnrdu,다죽여,조선팔도박성호,PSH,52.38095238095239
3292,덩들스틱,KR1,원딜러찢기,KR1,55.55555555555556
3293,금잔디명예소방관,지후선배,라 윈,KR1,52.94117647058824
3294,grckso,굳굳이야,제라스장인이꿈,KR1,66.66666666666666
3295,왕자지훈,6011,박지훈 강림,KR1,52.94117647058824
3296,hide on push,KR74,닉값을못하는유저,KR1,50.0
3297,각성하다,Kr3,세 잘,KR1,33.33333333333333
3298,조이딱밤,KR1,연탄v,KR1,44.44444444444444
3299,재어닝,KR1,킹무대,KR1,42.857142857142854
3300,진 돌,진돌2,서희스타110동,7047,23.076923076923077
3301,별헤는구름,9882,도련2,KR1,21.73913043478261
3302,차해인,오른팔,설윤아몰라아몰라머시풀모드초각성,123,46.15384615384615
3303,윌럼프 버린 누누,KR1,너네엄마남자친구,뜨거운밤,54.54545454545454
3304,의정부꼬부기,KR1,갱슬쥐,KR1,52.63157894736842
3305,애견미용전공,4081,슈 화,0106,36.36363636363637
3306,다정용,KR1,롯데자이언츠,KR119,63.33333333333333
3307,ヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲ,KR12,is real 잘함,KR1,33.33333333333333
3308,하나뿐인내알을깨지말아도,KR1,책상밑의여비서,KR1,53.333333333333336
3309,JeTT,제트기,강무데헌,쓰레기,64.0
3310,오성혁,1029,아리눈나,D250,61.53846153846154
3311,짱 구,1002c,녹번동 통통이,KR1,25.0
3312,삿갓이요,예삿갓이요,걱정하덜덜마러,KR1,58.333333333333336
3313,멍멍왈왈,그르르릉,블루투스샤워기,1234,33.33333333333333
3314,상어초밥,2656,Geese,9898,80.0
3315,닉변성공,xxx,이렐아칼리,KRS,58.333333333333336
3316,sh00tgd,shoot,나 화안낫어,KR1,63.63636363636363
3317,pimang,hater,대 영,0903,57.14285714285714
3318,Hide in,KR1,지고싶어안달났지,니미18,55.55555555555556
3319,야스오개쌉장인,KR1,야스오개쌉장애인,kr 2,36.36363636363637
3320,서포터만함,KR1,톡 시 도,KR1,90.0
3321,야무진 이름,KR1,신쫑욱,KR1,81.25
3322,재범이다,KR1,HAEJIKING,힐타강사,47.05882352941176
3323,나루레빗,KR1,맞기장인,kr 2,48.0
3324,라기상,KR1,자아성찰게임,KR1,67.85714285714286
3325,이거산거니,KR1,봉명동 황천길,KR1,58.333333333333336
3326,Eagle mind,KR1,엘리스하는다현이,KR1,64.70588235294117
3327,TianMing,KR1,EasyMountain,KR1,62.5
3328,닉 뭘로하냐고,KR1,안재민,KR1,52.94117647058824
3329,늙고아픔,1234,늙고병듬,6590,50.0
3330,늙고아픔,1234,롤하는 희진이,KR1,72.72727272727273
3331,모트독,77754,SCANDAL HARUNA,KR1,37.5
3332,알아서 할게,BLUE,전준범,1106,44.44444444444444
3333,도란스태틱도둑,안샀으니까,Ritooc,KR1,70.37037037037037
3334,파가 놀라면,KR1,주물럭,umai,20.0
3335,초심잡고처음부터,KR1,협곡의전땅크,KR2,61.111111111111114
3336,막을수 없는 분노,KR1,김민수,1115,38.88888888888889
3337,태연이형죄송해요,이태연,MSJ ILSUKK,KR11,78.57142857142857
3338,부와악,3238,압수당해버린틀니,KR1,58.333333333333336
3339,주 호,0000,붉바리,먹고싶다,45.0
3340,주 호,0000,1st or 8st,KR1,30.0
3341,소보로빵,제과점,모비디,KR1,44.44444444444444
3342,jaky jaky,KR1,jaky,KR1,33.33333333333333
3343,세찌닝,KR1,형 돌,초월자,23.52941176470588
3344,자살 브랜드,0001,검스다리,KR2,53.84615384615385
3345,자살 브랜드,0001,항상 남탓만 해,KR1,69.23076923076923
3346,바이도 봄이 오냐,KR1,경진사랑,8148,77.77777777777779
3347,바이도 봄이 오냐,KR1,경진사랑,니하형,50.0
3348,28서동우,KR1,풍 경,소 리,30.76923076923077
3349,28서동우,KR1,황 욱,KR1,27.27272727272727
3350,문도전문,KR1,생선아구창,KR1,70.0
3351,락발라드,KR1,오 공,KR0,57.89473684210527
3352,테 흥,KR1,저는 이게임을,해봤어요,70.0
3353,크러쉬퐁,KR1,쌉이tv,오우조타,41.66666666666667
3354,허니콤보 안먹어,KR1,꼬치튀김,KR1,63.63636363636363
3355,허니콤보 안먹어,KR1,김 주 환,KR02,70.0
3356,귀요미,7335,뱃살꿀떡꿀떡,KR2,46.15384615384615
3357,귀요미,7335,XXXdasa,KR1,60.0
3358,F5000171,88461,Spuma,KR0,35.714285714285715
3359,EESMOEY,KR1,나무늘보때리기,KR1,45.0
3360,개탈락,123,퐁 퐁,퐁 퐁,63.63636363636363
3361,해야 되는 각,KR1,규효미야,KR1,66.66666666666666
3362,해야 되는 각,KR1,우리 서폿 왜이래,169,60.0
3363,あいみょん,INFP,탈모엔안제모,123,58.620689655172406
3364,라 단,KR7,사랑해 김혁규,KR1,20.0
3365,황성연,good,범인때려잡는중,First,50.0
3366,세최걸,KR1,군영보G,6974,86.66666666666667
3367,분노의망치,kor,연습을해보자,1004,66.66666666666666
3368,럭키비키원영,0620,06 JUGKlNG,유엄민,28.57142857142857
3369,콘 혁,7393,한 국,8315,70.58823529411765
3370,25년11월20일,그날이올까,바텀 개,KR030,28.57142857142857
3371,GillzerO,KR1,수리수리섭술,KR1,40.0
3372,무조건1픽선,KR1,후픽내놔 10련아,KR1,37.5
3373,권일용,KR1,그냥그렇다고,이태영,75.0
3374,묵언수행중,말걸지마라,세균맨,하히후헤호,31.25
3375,습관성와드카이팅,3096,효찌당,KR1,66.66666666666666
3376,옹기장인 수제자,옹기마을,누나의분노,KR1,41.66666666666667
3377,유기하지마,앙태웅,쏭 진,KR1,58.333333333333336
3378,득듬이,KR1,구마유시속옷도둑,KR1,46.15384615384615
3379,삼 빠,9915,날치앤참치,KR1,65.21739130434783
3380,환데기장군,KR1,오늘같이먹자,KR1,40.0
3381,말이필요없는세계,KR1,파랑색,3231,64.0
3382,훨드지박령,KR1,Vide in hole,KR1,58.333333333333336
3383,안 태 선,KR1,초호기,NERV,27.27272727272727
3384,어OI쿠,KR1,카 리 나,sa92,47.05882352941176
3385,굉장히 긴 돌,KR1,이상한거할예정,KR1,53.84615384615385
3386,뉴메타발굴,KR1,동라핀,4845,73.33333333333333
3387,세체쁜,KR1,커닝시티바론도둑,KR1,63.1578947368421
3388,세체쁜,KR1,또띠띠,KR1,40.0
3389,탑솔요정손정욱,KR1,내맘대로사는사람,KR1,71.42857142857143
3390,튼튼한남자,KR1,현공주전속돌쇠,1153,53.84615384615385
3391,전병욱,KR1,원챔이 사람이냐,KR1,37.5
3392,신박한메타로이김,KR1,이왕이면이기는게좋지않겠나친구들,0000,66.66666666666666
3393,T1 Gyumayusi,KR999,강 둘,KR1,57.89473684210527
3394,T1 Gyumayusi,KR999,insomйia,KR1,50.0
3395,망가니,KR1,맥 킹,KR1,68.75
3396,망가니,KR1,영꽁이,KR1,54.54545454545454
3397,코르프스,KR1,자몽파파,KR2,45.0
3398,미고랭,KR1,포사도냥꾼,KR1,50.0
3399,상기다,KR1, 나는 학이,KR1,64.70588235294117
3400,죠스바,13216,cooKod7,KR1,28.57142857142857
3401,서폿유저,KR2,우리메리,KR2,61.111111111111114
3402,Causecelebre,KR1,리바이,KR사사게,76.66666666666667
3403,TrashBoy,KR1,YumJi,KR1,44.0
3404,밀로핵만들기,KR1,도구미,D9M,50.0
3405,구본좌,KR1,고양이냐옹냐옹,S2S2,52.94117647058824
3406,망나니거,목화재배,구라핑찍지마,KR1,70.0
3407,왕 자,순 대,전신문신녀,KR1,35.714285714285715
3408,덱성진,KR1,꽃채림,KR1,46.666666666666664
3409,블루스퀘늄,KR1,Deft2630,KR1,60.71428571428571
3410,토티예나,KR1,눈알이있었던리신,KR1,54.54545454545454
3411,Oh she it,KR1,김모르쇠,KR1,91.66666666666666
3412,REDI,3240,차다차다냉커피,KR1,46.666666666666664
3413,밴전에스왑요청할시겜망함,KR2,우민찬,망둥어,58.82352941176471
3414,ICanDoThisAllDay,하루종일,43년생 곽춘팔,KR2,36.36363636363637
3415,표창남,4885,다엽귀는루마,KR1,35.0
3416,이제는웃어주겠니,123,ニへωへニ,kr2,57.89473684210527
3417,ZANMANG LOOPY,2717,HLE ZEUS,fan,75.0
3418,내생일,0420,밤의길잡이,3421,76.92307692307693
3419,정글김병만,12345,이공득,1557,41.17647058823529
3420,SKT T1 Bang,GC1,색시피그,KR1,60.0
3421,미쳤다리,KR1,정 규예요,KR1,60.86956521739131
3422,쿠로미,공 주,마이멜로디,공 주,64.28571428571429
3423,롤로노아카타리나,KR1,세꼬시도다리,KR1,61.53846153846154
3424,나참갱점,KR1,우 유,MiIk,76.92307692307693
3425,나참갱점,KR1,A Cantata,KR1,30.0
3426,하영쿤,KR1,우주대트롤,KR1,63.33333333333333
3427,보내기싫어묵냈다,KR1,wilsonfisk,KR1,60.0
3428,편견과오만원,KR2,패색이 짙다,cn1,40.0
3429,울산남친구함,부산울산,혜나공주,KR1,50.0
3430,안은비엄승주,KR1,건국대 장애인,9999,60.0
3431,멸같이개망,KR1,정슬옹,KR2,40.0
3432,SURL,dry,리플레이,cex,32.0
3433,학살의현장에서,자 크,King Zac,KR111,25.0
3434,학살의현장에서,자 크,절대안진다,KRI,70.0
3435,밥먹고하는롤,KR1,웩정글웩최고,0704,48.275862068965516
3436,이새롬,0122,김현섭,0706,66.66666666666666
3437,99명의 어쩌고,KR1,돈까쓰요,KOR,41.37931034482759
3438,술에서 물맛 나,KR1,수 진,1996,41.66666666666667
3439,팜하니,KR675,송하영,1717,31.03448275862069
3440,아입닫아잣만아,KR1,챗 딕,KR1,18.75
3441,세종 키아나,0303,이윤우,000,61.53846153846154
3442,눈내리는 겨울이오면,지남매,미난쓰,KR1,93.75
3443,부먹민초맥콜진순,KR1,농심감자깡2,KR1,56.52173913043478
3444,Chill guy,바 다,정 돌,정 돌,61.904761904761905
3445,똥침한 동치미,KR1,adsfasdgasdga,dasd,83.33333333333334
3446,내가 지는 이유는 정글 잘못,kr112,롤로노아 조로,rollo,52.94117647058824
3447,퐁퐁남1,KR1,조 선,KR245,45.0
3448,人l凹卜乙卜口卜,12살,짐승왕 보노보노,KR1,30.0
3449,AP Rising star,KR1,후 방,KR1,52.94117647058824
3450,AP Rising star,KR1,FXXKING TOMBOY,KR1,61.53846153846154
3451,조현셕,KR1,정지일베,KR1,63.63636363636363
3452,춘 6,KR1,춘 형,천 사,35.714285714285715
3453,개초보,초보입니다,Poyoyo,ovo,38.46153846153847
3454,매화가져버린봄,0822,변 기,kr00,53.84615384615385
3455,우여닝,KR1,잘생긴유비왕댜님,유빈이,50.0
3456,복슬복슬 털멍멍이,0219,A GORIHEA,KR1,81.81818181818183
3457,복슬복슬 털멍멍이,0219,여러분 새해 복 많이받으세요,2025,60.0
3458,사과사라다,KR1,동익독수리,9115,63.33333333333333
3459,원섭s2,0001,Psycho,Bol4,50.0
3460,어차피무시,협곡미친개,모코코,2021,50.0
3461,월배재겸,KR1,나 으르렁 으르렁 으르렁 대,화난타마,66.66666666666666
3462,재 숭,123,숭 환,2519,35.714285714285715
3463,어 한잔해,그라가스,불타는소울,KR2,37.93103448275862
3464,삐 두,KR1,골드가는부계,KR1,27.27272727272727
3465,홍석현,hongs,김봉장,123,27.586206896551722
3466,개념원리,수학2,trip,릴러말즈,50.0
3467,바다에 이는 물결,KR1,실시간라이브,KR1,69.23076923076923
3468,권장군,권유빈,권돗개,권유빈,57.14285714285714
3469,귀여운 기원이,KR1,즐겜할래,KR1,33.33333333333333
3470,도구는무조건차단,KR1,Akaps,KR826,58.333333333333336
3471,후 너무쉽다,KR1,초롱애비,KR1,50.0
3472,그냥사라,KR1,dragggon,KR1,61.904761904761905
3473,이준수의 니플패치,앙젖꼭띠,긔루루루,KR1,57.14285714285714
3474,한국산리신장인,KR1,봉농봉농,9999,35.714285714285715
3475,ヲヲヲヲヲヲヲヲヲヲヲヲヲヲヲ,캬캬캬,너무컴컴해,KR1,40.909090909090914
3476,리서지오,KR1,현계정,KR1,40.0
3477,980420,KR1,242424,KR1,61.111111111111114
3478,980420,KR1,쉔치한놈,KR1,41.66666666666667
3479,조은날조은데이,KR1,갖다박으면안함,KR1,40.0
3480,타 리,NTAIL,BeAcD,KR1,70.58823529411765
3481,핸 뇨 ,KR1,DNF 호주,0624,53.84615384615385
3482,Kanye West,KR69,크리스티아누 호날두,GOAT9,46.15384615384615
3483,교량들던 헬창,6122,송우호,1012,38.88888888888889
3484,혜지하면여눈삼,KR1,거창한탑,12348,46.666666666666664
3485,홍수현,KR1,박정현짱멋져,KR1,30.76923076923077
3486,흘러가자,KR1,채팅안칠겨,KR1,27.27272727272727
3487,멘탈을지키는법,KR1,Min Kug Kim,올채팅차단,56.666666666666664
3488,쌀래 말래,애매하긴해,태 양,주계열성,60.0
3489,원필성진도운영현세윤식스레츠고,DAY6,빛장수비정세윤,6007,50.0
3490,척추꺾여도황원주,1002,퍼어어엉,콰아아앙,63.1578947368421
3491,Space,0213,Avocado,1016,57.14285714285714
3492,2024년12월04,KR1,이배추,KR1,40.0
3493,Youha팬,KR1,제천대성 원숭민,KR1,38.46153846153847
3494,이 겅 우,KR1,AmaZing Mid,KR1,64.28571428571429
3495,이 겅 우,KR1,소년 가장 원딜,KR123,50.0
3496,AEILO,KR1,설 화,W1nte,50.0
3497,서윤공주님,8385,AKA하울링,KR1,37.5
3498,딱다구리부리박기,2953,야슬오,KR1,64.28571428571429
3499,아싸되고싶은인싸,KR1,경험치만먹게해줘,KR1,20.0
3500,제이스의굵은망치,KR1,옥수수 징징이,징징이,53.333333333333336
3501,양심 잃은 사람,KR1,SeoRea,KR1,41.17647058823529
3502,02임찬호,KR1,퇴마더,럭키비키,69.23076923076923
3503,딸기맛승미,맛있어요,슈뢰딩거의 고먐미,나만없어,41.66666666666667
3504,땡구의파이크,KR1,마태민,6137,33.33333333333333
3505,이멀전씨,LA23,임호군밤,KR1,73.68421052631578
3506,준서 또바기,KR1,싱싱한귤은슐,제주감귤,33.33333333333333
3507,준서 또바기,KR1,Jiйhyeok,KR1,36.36363636363637
3508,gechobo,KR1,고기듬뿍된장찌개,KR1,48.0
3509,솜사탕,854,승주는 귀요미,1201,54.54545454545454
3510,붕의 반란 ,KR1,낭만 트롤 우용준,KR1,57.692307692307686
3511,닥피고롤,0305,Macallan,1926,47.61904761904761
3512,원딜하다불교입문,KR3,허벌성대 김승환,KR1,54.54545454545454
3513,입후보,KR1,중동회색늑대,KR1,34.78260869565217
3514,리얼캠퍼,KR7,전기통닭,KR8,68.42105263157895
3515,리얼캠퍼,KR7,치즈규동,0609,70.0
3516,킹오른,3849,아이들을위해,Daily,80.0
3517,죽이지마로라,KR1,포테이토,헤드1,63.63636363636363
3518,용운동 원딜러,KR1,대천방마유시,041,50.0
3519,용운동 원딜러,KR1,정준혁,0628,30.0
3520,사리면서파밍만해,KR1,De1eted,KR1,35.0
3521,탈론으로 암살중,KR1,O 학이 O,KR1,30.0
3522,남탓을할수도있다우리는남이니까,그만싸우자,이상원,3706,47.368421052631575
3523,탑 오공,돌숭이,사이다맛껌,KR1,56.25
3524,연그린,KR2,연그린,KR1,33.33333333333333
3525,골치가살짝아프네,KR1,발목잡는탑신병자,KR1,72.72727272727273
3526,예승이롤Z,KR1,인자강,KRN1,51.724137931034484
3527,도경이잉,KR1,한재선,KR1,30.76923076923077
3528,입털어봐 손해좀보자,KR2,겨울은흐빵이지,Huni,31.25
3529,입털어봐 손해좀보자,KR2,IIllIIIIIllIlIi,KR1,76.92307692307693
3530,용인 Oner,KR1,4818652del,KR1,60.0
3531,이태리습하게띠,KR1,먹태의감칠맛,taste,26.666666666666668
3532,블러드 더 덕준,KR1,닝냐닝뇨,KR1,45.45454545454545
3533,ClarkJungler,KR1,그럴수도있지,3133,54.166666666666664
3534,Allof2and1,9821,연 우,ΚR1,44.44444444444444
3535,깨비야,GG0,부끄러운 ID,KR1,53.84615384615385
3536,얼그레이스콘,1234,근육서폿,KR1,57.89473684210527
3537,한국제약 황사장,king,브 베,댕장꿍,25.0
3538,에효효효효효효효,KR1,민 깨,112,50.0
3539,쟝지한,KR1,건들면느껴요,kr2,52.94117647058824
3540,쟝지한,KR1,준수는서폿을너무못해요,22222,54.54545454545454
3541,숟 탉,KR1,사소한것도못참아,KR1,54.54545454545454
3542,숟 탉,KR1,짝지라고,KR1,70.0
3543,박복자,KR1,의미부여,KR1,47.368421052631575
3544,박복자,KR1,못생긴년패기장인,KR1,20.0
3545,mokun1,KR1,MOKUN,6598,66.66666666666666
3546,unwer,KR1,못참는다5,KR1,56.52173913043478
3547,전두광,gh11,넌뒤졌따,KR1,50.0
3548,피시중임,KR1,Boy지않는검,KR1,47.05882352941176
3549,Zenith,KRMID,Liberation,해방이당,63.1578947368421
3550,LVNDMARK TV,KR1,잔인한귀신,49213,50.0
3551,카 르 마,KR22,구름덕춘,KR1,43.333333333333336
3552,콩스프,KR1,가족의소중함,KR1,69.23076923076923
3553,하버아빠,KR1,왓더퍽은헬,KR1,75.0
3554,HLE Zeka,1204,캐 륜,KR1,40.0
3555,눈물날것같아요,kr2,현무무,KR1,27.27272727272727
3556,lllIIlIIIlllll,KR1,레어닉인데여,KR1,88.23529411764706
3557,박춘배할아버지의기적의돌려차기,KR3,공룡익룡,KR1,73.33333333333333
3558,Only Tabi,야랄금지,lililililiil,123,45.83333333333333
3559,tpdusrhdwn,KR1,성 저,KR1,56.25
3560,은돔벨레의 탈압박,1111,GOA T,좀 내지마,75.0
3561,컹스말라이쿰,KR1,나지수정수리,jsjsr,57.14285714285714
3562,찬바람이 슝슝 ,KR1,대구 길치,KR1,61.111111111111114
3563,조 건,kr2,고통속에서,6974,31.57894736842105
3564,냥냥거리는지원씨,KR1,Aura,99944,27.27272727272727
3565,탐 배,마니머거,경순공주,KR1,38.46153846153847
3566,Marid,1024,에엥우,KR1,48.275862068965516
3567,열심히해봐요,KR3,앤주성,KR1,54.54545454545454
3568,열심히해봐요,KR3,참는다는 마인드,KR1,50.0
3569,Clutch,클러치,멘헤라쿠로미지뢰계애정결핍집착녀,1111,90.9090909090909
3570,털찐앵무,KR1,털찡앵무,KR1,40.0
3571,술먹는진글,KR1,용수아들,KR1,59.09090909090909
3572,Nlcodemus,KR1,한눈팔지마,012,50.0
3573,킁킁퉤,KR1,사미라협회위원장,KR1,37.03703703703704
3574,화염룡,KR1,정문앞귤한박스,1614,30.0
3575,킹콩콩콩콩,KR1,코 코,KR11,56.00000000000001
3576,나는 이런거 그냥 들어가버려,KR정욱,태 산,KR현수,45.0
3577,김머중롤체전용계정,123,엮은이는 아는데요,김경식1,84.21052631578947
3578,물기냥보리,KR1,7373737,KR1,58.333333333333336
3579,과일은 멜론,KR1,양심무능력자,KR1,50.0
3580,과일은 멜론,KR1,신짜오엘리스리신,Zhao,66.66666666666666
3581,Chill함,909,서폿 개X끼,KR1,77.77777777777779
3582,Psychopomp,VIIX,S rang,Srang,18.181818181818183
3583,고경빈2,KR1,OneTopMoving,KR1,76.92307692307693
3584,고경빈2,KR1,진로사이다,KR1,66.66666666666666
3585,언제 강등되노,KR1,chill gay의 하루,KR2,61.53846153846154
3586,행복한협곡전도사,0603,빈대떡,떡빈대,43.333333333333336
3587,느그딸래미탐켄치,KR1,문가붕가,KR1,78.26086956521739
3588,게스트하우스,KR1,돌아온 북프트,KR1,56.25
3589,잡 스,KR1,데 고자르,KR1,66.66666666666666
3590,응수빠진피오라,KR1,KSANTE,텟카이,53.84615384615385
3591,박계감,KR03,감동란노른자,KR1,45.45454545454545
3592,박계감,KR03,20250423전역,6307,30.0
3593,산타실제로본사람,KR1,빅 뱅,1017,47.368421052631575
3594,산타실제로본사람,KR1,You H,KR1,45.45454545454545
3595,Mouck,Mouck,lllIlIlIlllllllI,KR1,45.45454545454545
3596,6월8일입대,KR1,좋은날은꼭올거야,KR1,56.00000000000001
3597,연속함수의최솟값,KR1,づooづ 귀신,KR100,87.5
3598,TOPTOP탑TOPTOP,KR1,황야의 이리,KR99,57.89473684210527
3599,xia xiao fei,KR1,wohunxiafei,0000,27.27272727272727
3600,KOR Sexy Pig,KR1,EunMan,2468,38.46153846153847
3601,kyrokami1111,5177,Easyhoon,두번째태양,57.14285714285714
3602,숟가락의발악,7150,naist,kr99,45.0
3603,편안한드럼통,KR1,굉이씨,KR1,41.66666666666667
3604,김헤수,KR1,춘자내꺼,KR1,70.0
3605,airprotrc,kr2,cocoFarn,KR1,63.63636363636363
3606,봉곡동황태자,KR1,기병술사,KR1,62.5
3607,너무힘들어요,KR1,가나다,KR18,45.83333333333333
3608,동나잔희,KR1,제발말걸지말아주세요,KR2,35.294117647058826
3609,노동자 우석,KR1,주그맨,KR0,60.0
3610,네다음민찬,KR1,한 울,KR0,62.5
3611,つΟωΟつ,고양이,Uma to Shika,KR1,38.46153846153847
3612,미친개,1233,끠끼다리털,끠 추,66.66666666666666
3613,나는고래다,KR1,NightCain,KR1,47.368421052631575
3614,가 을,1120,황산도,KR1,41.66666666666667
3615,41100490del,KR1,나히쓰,KR1,63.33333333333333
3616,Mr SunW,KR1,9u 9u,KR1,50.0
3617,감삼동 구마유시,KR1,핑크덤벨,krI,33.33333333333333
